date,rain_mm,rain_mm_cumsum
2020-11-20,33.89999999999999,785.0000000000002
2020-11-21,26.200000000000003,811.2000000000003
2020-11-22,0.1,811.3000000000003
2020-11-23,0.0,811.3000000000003
2020-11-24,0.0,811.3000000000003
2020-11-25,28.900000000000002,840.2000000000003
2020-11-26,25.5,865.7000000000003
2020-11-27,0.2,865.9000000000003
2020-11-28,0.7999999999999999,866.7000000000003
2020-11-29,0.0,866.7000000000003
2020-11-30,0.0,866.7000000000003
2020-12-01,0.0,866.7000000000003
2020-12-02,0.0,866.7000000000003
2020-12-03,0.0,866.7000000000003
2020-12-04,0.0,866.7000000000003
2020-12-05,0.6,867.3000000000003
2020-12-06,0.0,867.3000000000003
2020-12-07,0.0,867.3000000000003
2020-12-08,0.1,867.4000000000003
2020-12-09,0.1,867.5000000000003
2020-12-10,0.0,867.5000000000003
2020-12-11,0.0,867.5000000000003
2020-12-12,0.0,867.5000000000003
2020-12-13,0.0,867.5000000000003
2020-12-14,13.599999999999998,881.1000000000004
2020-12-15,82.20000000000003,963.3000000000004
2020-12-16,78.50000000000003,1041.8000000000004
2020-12-17,28.700000000000014,1070.5000000000005
2020-12-18,0.1,1070.6000000000004
2020-12-19,0.0,1070.6000000000004
2020-12-20,0.0,1070.6000000000004
2020-12-21,0.0,1070.6000000000004
2020-12-22,0.0,1070.6000000000004
2020-12-23,14.0,1084.6000000000004
2020-12-24,0.0,1084.6000000000004
2020-12-25,0.0,1084.6000000000004
2020-12-26,0.0,1084.6000000000004
2020-12-27,0.0,1084.6000000000004
2020-12-28,0.0,1084.6000000000004
2020-12-29,0.0,1084.6000000000004
2020-12-30,0.0,1084.6000000000004
2020-12-31,0.0,1084.6000000000004
2021-01-01,0.0,1084.6000000000004
2021-01-02,0.0,1084.6000000000004
2021-01-03,0.0,1084.6000000000004
2021-01-04,0.0,1084.6000000000004
2021-01-05,0.0,1084.6000000000004
2021-01-06,0.0,1084.6000000000004
2021-01-07,0.0,1084.6000000000004
2021-01-08,0.0,1084.6000000000004
2021-01-09,0.0,1084.6000000000004
2021-01-10,0.0,1084.6000000000004
2021-01-11,0.0,1084.6000000000004
2021-01-12,0.0,1084.6000000000004
2021-01-13,0.5,1085.1000000000004
2021-01-14,28.100000000000012,1113.2000000000003
2021-01-15,0.1,1113.3000000000002
2021-01-16,12.900000000000002,1126.2000000000003
2021-01-17,28.8,1155.0000000000002
2021-01-18,12.299999999999997,1167.3000000000002
2021-01-19,20.799999999999994,1188.1000000000001
2021-01-20,4.3999999999999995,1192.5000000000002
2021-01-21,0.0,1192.5000000000002
2021-01-22,0.0,1192.5000000000002
2021-01-23,0.0,1192.5000000000002
2021-01-24,0.0,1192.5000000000002
2021-01-25,0.0,1192.5000000000002
2021-01-26,0.0,1192.5000000000002
2021-01-27,1.1,1193.6000000000001
2021-01-28,7.6,1201.2
2021-01-29,17.100000000000005,1218.3
2021-01-30,4.9,1223.2
2021-01-31,0.5,1223.7
2021-02-01,0.0,1223.7
2021-02-02,0.0,1223.7
2021-02-03,0.1,1223.8
2021-02-04,7.899999999999999,1231.7
2021-02-05,0.4,1232.1000000000001
2021-02-06,0.0,1232.1000000000001
2021-02-07,0.0,1232.1000000000001
2021-02-08,0.0,1232.1000000000001
2021-02-09,0.0,1232.1000000000001
2021-02-10,0.0,1232.1000000000001
2021-02-11,0.0,1232.1000000000001
2021-02-12,0.0,1232.1000000000001
2021-02-13,0.0,1232.1000000000001
2021-02-14,0.0,1232.1000000000001
2021-02-15,0.0,1232.1000000000001
2021-02-16,8.3,1240.4
2021-02-17,45.20000000000002,1285.6000000000001
2021-02-18,12.999999999999996,1298.6000000000001
2021-02-19,27.300000000000004,1325.9
2021-02-20,0.1,1326.0
2021-02-21,0.0,1326.0
2021-02-22,0.0,1326.0
2021-02-23,0.0,1326.0
2021-02-24,0.0,1326.0
2021-02-25,0.0,1326.0
2021-02-26,0.0,1326.0
2021-02-27,0.0,1326.0
2021-02-28,0.0,1326.0
2021-03-01,1.8,1327.8
2021-03-02,0.0,1327.8
2021-03-03,1.6,1329.3999999999999
2021-03-04,5.399999999999999,1334.8
2021-03-05,0.1,1334.8999999999999
2021-03-06,0.0,1334.8999999999999
2021-03-07,0.0,1334.8999999999999
2021-03-08,0.0,1334.8999999999999
2021-03-09,0.0,1334.8999999999999
2021-03-10,0.0,1334.8999999999999
2021-03-11,4.3,1339.1999999999998
2021-03-12,3.2,1342.3999999999999
2021-03-13,0.0,1342.3999999999999
2021-03-14,0.0,1342.3999999999999
2021-03-15,0.0,1342.3999999999999
2021-03-16,0.0,1342.3999999999999
2021-03-17,0.1,1342.4999999999998
2021-03-18,0.8,1343.2999999999997
2021-03-19,0.0,1343.2999999999997
2021-03-20,0.0,1343.2999999999997
2021-03-21,0.0,1343.2999999999997
2021-03-22,0.7999999999999999,1344.0999999999997
2021-03-23,0.0,1344.0999999999997
2021-03-24,9.0,1353.0999999999997
2021-03-25,1.3,1354.3999999999996
2021-03-26,1.2,1355.5999999999997
2021-03-27,0.0,1355.5999999999997
2021-03-28,0.0,1355.5999999999997
2021-03-29,0.0,1355.5999999999997
2021-03-30,0.0,1355.5999999999997
2021-03-31,0.0,1355.5999999999997
2021-04-01,0.0,1355.5999999999997
2021-04-02,12.799999999999999,1368.3999999999996
2021-04-03,0.1,1368.4999999999995
2021-04-04,0.0,1368.4999999999995
2021-04-05,0.0,1368.4999999999995
2021-04-06,0.0,1368.4999999999995
2021-04-07,0.0,1368.4999999999995
2021-04-08,0.0,1368.4999999999995
2021-04-09,0.0,1368.4999999999995
2021-04-10,2.0,1370.4999999999995
2021-04-11,0.1,1370.5999999999995
2021-04-12,0.0,1370.5999999999995
2021-04-13,0.0,1370.5999999999995
2021-04-14,0.0,1370.5999999999995
2021-04-15,0.0,1370.5999999999995
2021-04-16,0.0,1370.5999999999995
2021-04-17,0.0,1370.5999999999995
2021-04-18,0.0,1370.5999999999995
2021-04-19,0.0,1370.5999999999995
2021-04-20,0.0,1370.5999999999995
2021-04-21,0.0,1370.5999999999995
2021-04-22,0.0,1370.5999999999995
2021-04-23,0.0,1370.5999999999995
2021-04-24,0.0,1370.5999999999995
2021-04-25,0.0,1370.5999999999995
2021-04-26,0.0,1370.5999999999995
2021-04-27,0.0,1370.5999999999995
2021-04-28,0.0,1370.5999999999995
2021-04-29,0.0,1370.5999999999995
2021-04-30,0.0,1370.5999999999995
2021-05-01,0.0,1370.5999999999995
2021-05-02,0.0,1370.5999999999995
2021-05-03,0.0,1370.5999999999995
2021-05-04,0.0,1370.5999999999995
2021-05-05,0.0,1370.5999999999995
2021-05-06,0.0,1370.5999999999995
2021-05-07,0.0,1370.5999999999995
2021-05-08,0.0,1370.5999999999995
2021-05-09,0.0,1370.5999999999995
2021-05-10,0.0,1370.5999999999995
2021-05-11,0.0,1370.5999999999995
2021-05-12,0.0,1370.5999999999995
2021-05-13,0.0,1370.5999999999995
2021-05-14,0.0,1370.5999999999995
2021-05-15,0.0,1370.5999999999995
2021-05-16,0.0,1370.5999999999995
2021-05-17,0.0,1370.5999999999995
2021-05-18,0.0,1370.5999999999995
2021-05-19,0.0,1370.5999999999995
2021-05-20,0.0,1370.5999999999995
2021-05-21,0.0,1370.5999999999995
2021-05-22,0.0,1370.5999999999995
2021-05-23,0.0,1370.5999999999995
2021-05-24,0.0,1370.5999999999995
2021-05-25,0.0,1370.5999999999995
2021-05-26,0.0,1370.5999999999995
